week,roster_id,opponent_roster_id,points,result
1,1,4,148.86,W
1,2,10,104.30,W
1,3,6,157.04,W
1,4,1,74.10,L
1,5,12,137.16,L
1,6,3,124.12,L
1,7,11,126.50,W
1,8,9,135.00,L
1,9,8,157.46,W
1,10,2,86.46,L
1,11,7,99.46,L
1,12,5,166.68,W
2,1,12,160.22,W
2,2,11,74.52,L
2,3,5,125.28,L
2,4,7,99.70,L
2,5,3,169.80,W
2,6,9,140.56,W
2,7,4,153.66,W
2,8,10,102.44,W
2,9,6,91.22,L
2,10,8,71.68,L
2,11,2,107.48,W
2,12,1,124.78,L
3,1,3,0.00,
3,2,7,0.00,
3,3,1,0.00,
3,4,12,0.00,
3,5,9,0.00,
3,6,10,0.00,
3,7,2,0.00,
3,8,11,0.00,
3,9,5,0.00,
3,10,6,0.00,
3,11,8,0.00,
3,12,4,0.00,
